abbrev	abstractCompound	charge	creationDate	deltaG	deltaGErr	formula	id	mass	modificationDate	name	owner	pKa	pKb	public	scope	stringcode	structuralCues
Pedalitin		0	1280902278	-172.35	2.69766	C16H12O7	cpd07008	316	1280902278	Pedalitin	master	8.28:22|9.36:8|11.69:23|12.70:13|16.44:9	-4.16:8|-5.40:13|-6.32:22|-6.72:15|-6.72:23|-7.87:10	1		CH(CH(C(OHC(OHCH(C(C(CH(C(OC(C(CH(C(O(CH3)C(OHC(OH){9})))O{8}))<9>)))<8>){1})))))<1>	BTWWCdblW:2|BWWCdblW:6|RWWCdblO:1|RWOW:1|BWCHdblW:4|PrimOH:4|RWCHdblW:1|RWCdblWW:1|WOW:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Pinoquercetin		-1	1280902278	-178.71	2.87933	C16H11O7	cpd07009	315	1280902278	Pinoquercetin	master	4.66:15|7.82:14|8.91:23|11.73:12|12.62:22	-3.83:12|-6.32:22|-6.74:23|-7.03:14|-7.32:15|-8.54:10	1		CH(CH(C(OHC(OHCH(C(C(C(OHC(OC(C(CH(C(OHC(CH3C(OH){7})))O{8}))<7>)))<8>){1})))))<1>	BTWWCdblW:2|RWOW:1|BWCHdblW:4|RWWCdblO:1|BWWCdblW:6|RWCdblWW:2|PrimOH:4|WOneg:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Primetin		0	1280902278	-68.56	2.22009	C15H10O4	cpd07010	254	1280902278	Primetin	master	9.64:13|12.10:10|15.58:7	-3.69:10|-5.09:13|-7.79:8	1		CH(CH(CH(C(CH(CH{1})C(CH(C(OC(C(C(OHCH(CH(C(OH){11})))O{10}))<11>)))<10>))))<1>	BTWWCdblW:2|RWWCdblO:1|BWWCdblW:3|RWOW:1|RWCHdblW:1|BWCHdblW:7|PrimOH:2|RWCdblWW:1|Origin:1|OCCC:2|CCCC:1
Quercetagetin		-2	1280902278	-207.86	3.30087	C15H8O8	cpd07011	316	1280902278	Quercetagetin	master	4.41:15|6.86:14|8.87:23|10.81:12|12.51:22|13.53:16	-4.18:12|-6.32:22|-6.59:16|-6.74:23|-7.39:14|-7.43:15	1		CH(CH(C(OHC(OHCH(C(C(C(OHC(OC(C(CH(C(OHC(OHC(OH){7})))O{8}))<7>)))<8>){1})))))<1>	BTWWCdblW:2|RWOW:1|BWCHdblW:4|RWWCdblO:1|BWWCdblW:6|RWCdblWW:2|PrimOH:4|WOneg:2|Origin:1|OCCC:2|CCCC:1
Adenocarpine		0	1280902278	83.67	2.26709	C19H24N2O	cpd07012	296	1280902278	Adenocarpine	master		9.63:6|-0.63:7	1		CH2(CH2(CH2(NH(CH(CH2{1}C(CH2(CH2(CH2(N(CH{17}C(OCH(CH(C(CH(CH(CH(CH(CH{18})))))<18>))))))))<17>)))))<1>	RWCdblWW:1|RWCHWW:1|RWCHdblW:1|RWCH2W:7|RWNHW:1|WketoneW:1|WCHdblW:2|BWWCdblW:1|BWCHdblW:5|amide:1|RWWNW:1|Origin:1|OCCC:1|CCCC:1
Alexine		0	1280902278	-123.66	1.75188	C8H15NO4	cpd07013	189	1280902278	Alexine	master	13.40:12|14.35:10|14.85:11|15.45:13	8.86:1|-2.74:13|-2.98:11|-3.35:12|-3.35:10	1		CH2(CH2(N(CH(CH(OH){1}CH(OHCH(OHCH(CH2(OH)){8}))))<8>))<1>	TWNWW:1|TWWCHW:1|RWCHWW:4|RWCH2W:2|WCH2W:1|PrimOH:4|Origin:1
Ammodendrine		0	1280902278	29.19	2.02042	C12H20N2O	cpd07014	208	1280902278	Ammodendrine	master		9.63:6|-0.68:7	1		CH2(CH2(CH2(NH(CH(CH2{1}C(CH2(CH2(CH2(N(C(OCH3)CH{10})))))<10>)))))<1>	RWCdblWW:1|RWCHWW:1|RWCHdblW:1|RWCH2W:7|RWNHW:1|WketoneW:1|WCH3:1|amide:1|RWWNW:1|Origin:1
Anatabine		0	1280902278	82.06	2.0585	C10H12N2	cpd07015	160	1280902278	Anatabine	master		8.31:6|3.12:8	1		CH2(CH(C(CH(CH(CH(N(CH{10})))))<10>NH(CH2(CH(CH{1})))))<1>	RWCdblWW:1|RWCHWW:1|RWCHdblW:6|RWCH2W:2|RWNHW:1|RWdblNW:1|Origin:1|HeteroAromatic:1
Anibine		0	1280902278	-20.96	2.50392	C11H9NO3	cpd07016	203	1280902278	Anibine	master		4.21:10|-6.96:12|-9.22:13	1		CH(CH(C(CH(N(CH{1}))C(CH(C(O(CH3)CH(C(OO{8})))))<8>)))<1>	RWCdblWW:3|RWCHdblW:6|RWOCOW:1|RWdblNW:1|WOW:1|WCH3:1|Origin:1|OCCC:1|CCCC:2|HeteroAromatic:1
Arecaidine		-1	1280902278	-36.5	1.10836	C7H10NO2	cpd07017	140	1280902278	Arecaidine	master	3.78:7	8.61:5	1		CH2(CH2(N(CH3CH2(C(C(OHO)CH{1})))))<1>	RWCdblWW:1|RWCH2W:3|RWCHdblW:1|WCOOn:1|RWWNW:1|WCH3:1|Origin:1|OCCC:1
Arecoline		0	1280902278	-32.35	1.19577	C8H13NO2	cpd07018	155	1280902278	Arecoline	master		7.73:5|-7.83:8	1		CH2(CH2(N(CH3CH2(C(C(O(CH3)O)CH{1})))))<1>	RWCdblWW:1|RWCH2W:3|RWCHdblW:1|WOCOW:1|RWWNW:1|WCH3:2|Origin:1|OCCC:1
Astrocasine		0	1280902278	79.1	2.80066	C20H26N2O	cpd07019	310	1280902278	Astrocasine	master		9.58:18|-2.21:3	1		CH2(CH2(CH2(N(CH3CH(CH2{1}CH(CH2(CH2(CH(C(CH(CH(CH(CH(C(CH(CH(C(ON(CH2{8}){10})))){17})))))<17>)<10>)))<8>)))))<1>	TWWCHW:1|BTWWCdblW:2|TWNWW:1|RWCH2W:7|BWCHdblW:4|RWWCdblO:1|RWCHdblW:2|RWCHWW:2|RWWNW:1|WCH3:1|Origin:1|OCCC:1|CCCC:1
Astrophylline		0	1280902278	71.53	2.44498	C19H26N2O	cpd07020	298	1280902278	Astrophylline	master		10.46:18|-0.35:3	1		CH2(CH2(CH2(NH(CH(CH2{1}CH(CH2(CH2(CH2(N(CH2{9}C(OCH(CH(C(CH(CH(CH(CH(CH{18})))))<18>))))))))<9>)))))<1>	RWCH2W:8|BWCHdblW:5|BWWCdblW:1|WketoneW:1|WCHdblW:2|RWCHWW:2|RWNHW:1|amide:1|RWWNW:1|Origin:1|OCCC:1|CCCC:1
Australine		0	1280902278	-123.66	1.75188	C8H15NO4	cpd07021	189	1280902278	Australine	master	13.40:12|14.35:10|14.85:11|15.45:13	8.86:1|-2.74:13|-2.98:11|-3.35:12|-3.35:10	1		CH2(CH2(N(CH(CH(OH){1}CH(OHCH(OHCH(CH2(OH)){8}))))<8>))<1>	TWNWW:1|TWWCHW:1|RWCHWW:4|RWCH2W:2|WCH2W:1|PrimOH:4|Origin:1
Brunfelsamidine		1	1280902278	31.16	1.96199	C5H8N3	cpd07022	110	1280902278	Brunfelsamidine	master	16.58:3	11.34:8|-9.56:7	1		CH(CH(NH(CH(C(C(NH2NH)){1}))))<1>	RWCHdblW:3|RWCdblWW:1|RWNHW:1|WdblCWW:1|WNH2:1|WdblNH2:1|Origin:1|CCCN:1|HeteroAromatic:1
Buchananine		0	1280902278	-205.87	2.10337	C12H15NO7	cpd07023	285	1280902278	Buchananine	master	11.61:11|13.03:6|13.92:13|15.07:10	3.24:19|-3.49:6|-3.51:10|-3.73:13|-4.10:3|-4.26:11	1		CH2(CH(CH(OHCH(OHCH(OHCH(OHO{2})))))<2>O(C(OC(CH(CH(CH(N(CH{11})))))<11>)))	RWCHWW:5|RWOW:1|WCH2W:1|PrimOH:4|WOCOW:1|RWCdblWW:1|RWCHdblW:4|RWdblNW:1|Origin:1|OCCC:1|HeteroAromatic:1
Carpaine		0	1280902278	-81.1	2.46143	C28H50N2O4	cpd07024	478	1280902278	Carpaine	master		9.90:5|9.30:27|-7.22:11|-7.82:30	1		CH2(CH2(CH2(CH2(CH(CH2(CH2(CH(CH(CH3NH{19})O(C(OCH2(CH2(CH2(CH2(CH2(CH2(CH2(CH(CH2(CH2(CH(CH(CH3NH{20})O(C(OCH2(CH2(CH2{1}))))))))<20>)))))))))))))<19>))))<1>	RWCHWW:6|RWCH2W:4|WOCOW:2|RWNHW:2|WCH3:2|WCH2W:14|Origin:1
Cassine		0	1280902278	-33.94	1.34672	C18H35NO2	cpd07025	297	1280902278	Cassine	master	14.67:11|19.64:20	10.07:2|-2.94:11|-7.27:21	1		CH2(CH2(CH(OHCH(CH3NH(CH(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(C(OCH3)))))))))))){1})))))<1>	RWCHWW:3|RWNHW:1|RWCH2W:2|WCH2W:10|WCH3:2|PrimOH:1|WketoneW:1|Origin:1
Codonopsine		0	1280902278	-66.9	1.76347	C14H21NO4	cpd07026	267	1280902278	Codonopsine	master	13.46:10|14.78:15	7.17:6|-3.33:15|-3.36:10|-6.82:17|-8.03:14	1		CH(CH(OHCH(OHCH(CH3N(CH3){1})))C(CH(CH(C(O(CH3)C(O(CH3)CH{8})))))<8>)<1>	BWWCdblW:3|RWCHWW:4|BWCHdblW:3|RWWNW:1|PrimOH:2|WCH3:4|WOW:2|Origin:1
gamma-Coniceine		1	1280902278	28.38	1.49382	C8H16N	cpd07027	126	1280902278	gamma-Coniceine	master		8.18:3	1		CH2(CH2(CH2(N(C(CH2(CH2(CH3))CH2{1})))))<1>	RWCdblWW:1|RWCH2W:4|RWdblNHpW:1|WCH2W:2|WCH3:1|Origin:1
Cryptophorine		0	1280902278	80.09	2.55015	C17H27NO	cpd07028	261	1280902278	Cryptophorine	master	14.66:12	9.02:2|-2.95:12	1		CH2(CH2(CH(OHCH(CH3N(CH3CH(CH(CH(CH(CH(CH(CH(CH(CH(CH2(CH3)))))))))){1})))))<1>	RWCHWW:3|RWWNW:1|RWCH2W:2|WCHdblW:8|WCH3:3|PrimOH:1|WCH2W:1|Origin:1|CCCC:3
Cucurbitine		-1	1280902278	-58.17	1.0632	C5H9N2O2	cpd07029	129	1280902278	Cucurbitine	master	1.69:6	10.68:9|6.69:5	1		CH2(CH2(NH(CH2(C(NH2C(OHO)){1}))))<1>	RWWCWW:1|WCOOn:1|RWCH2W:3|WNH2:1|RWNHW:1|Origin:1
DMJ		0	1280902278	-135.66	1.16286	C6H13NO4	cpd07030	163	1280902278	DMJ	master	13.20:11|14.23:6|14.98:10|15.54:8	8.06:3|-2.74:8|-3.22:11|-3.35:6|-3.47:10	1		CH2(CH(OHCH(OHCH(OHCH(CH2(OH)NH{1})))))<1>	RWCHWW:4|RWNHW:1|WCH2W:1|PrimOH:4|RWCH2W:1|Origin:1
Dioscorine		0	1280902278	10000000	10000000	C13H19NO2	cpd07031	221	1280902278	Dioscorine	master		9.31:11|-6.85:15	1		CH2(CH2(CH(CH2(C(CH2(C(CH3CH(C(OO{8}))))CH(CH2(N(CH3){7})){1})<8>))<7>))<1>	T3WWCWW:1|T3WWCHW:2|TRWCH2RW:4|RWCH2W:1|RWOCOW:1|RWCdblWW:1|T24RWNRWW:1|RWCHdblW:1|WCH3:2|Origin:1|OCCC:1
DMDP		0	1280902278	-137.22	1.14646	C6H13NO4	cpd07032	163	1280902278	DMDP	master	13.43:6|14.53:9|15.06:8|15.61:11	8.88:3|-2.74:8|-2.74:11|-3.35:6|-3.35:9	1		CH(CH2(OH)CH(OHCH(OHCH(CH2(OH)NH{1}))))<1>	RWCHWW:4|RWNHW:1|WCH2W:2|PrimOH:4|Origin:1
Fagomine		0	1280902278	-95.82	1.04764	C6H13NO3	cpd07033	147	1280902278	Fagomine	master	13.65:6|14.88:10|15.48:8	8.63:3|-2.74:8|-3.11:10|-3.33:6	1		CH2(CH2(NH(CH(CH2(OH)CH(OHCH(OH){1})))))<1>	RWCHWW:3|RWNHW:1|WCH2W:1|PrimOH:3|RWCH2W:2|Origin:1
Funebrine		0	1280902278	-83.36	4.03636	C18H24N2O5	cpd07034	348	1280902278	Funebrine	master	14.62:16	2.93:15|-2.97:16|-7.14:12|-7.84:22	1		CH(CH(CH3CH(CH3O(C(O){1})))N(C(CH(N(CH(CH(CH3CH(CH3O(C(O){2}))))<2>))CH(CH(C(CH2(OH)){14}))))<14>)<1>	RWWNW:1|RWCHWW:6|RWCdblWW:2|RWOCOW:2|WCHdblW:1|RWCHdblW:2|WCH2W:1|WCH3:4|WNdblW:1|PrimOH:1|Origin:1|CCCN:1|HeteroAromatic:1
Fusaric acid		-1	1280902278	-33.91	1.47351	C10H12NO2	cpd07035	178	1280902278	Fusaric acid	master	1.13:7	5.86:3	1		CH(CH(C(CH2(CH2(CH2(CH3)))CH(N(C(C(OHO)){1})))))<1>	RWCdblWW:2|RWCHdblW:3|RWdblNW:1|WCOOn:1|WCH2W:3|WCH3:1|Origin:1|OCCN:1|HeteroAromatic:1
Gerrardine		0	1280902278	-19.91	3.32969	C11H19NO2S4	cpd07036	325	1280902278	Gerrardine	master	13.99:11|14.59:17	8.34:3|-3.11:11|-3.11:17	1		CH2(CH2(CH(CH(CH(OHCH2(S(S{8}))))<8>N(CH3CH(CH(CH(OHCH2(S(S{7}))))<7>){1}))))<1>	RWCHWW:6|RWWNW:1|RWCH2W:4|RWSW:4|WCH3:1|PrimOH:2|Origin:1
Girgensonine		0	1280902278	44.7	5.18437	C13H16N2O	cpd07037	216	1280902278	Girgensonine	master	9.47:16|15.69:1	5.20:3|-5.96:16	1		CH2(CH2(CH2(N(CH2(CH2{1})CH(C(N)C(CH(CH(C(OHCH(CH{11})))))<11>)))))<1>	WWCHW:1|BWWCdblW:2|RWWNW:1|WtrpCW:1|BWCHdblW:4|RWCH2W:5|WtrpN:1|PrimOH:1|Origin:1
Guvacine		-1	1280902278	-48.77	1.05779	C6H8NO2	cpd07038	126	1280902278	Guvacine	master	3.76:7	9.27:6	1		CH2(CH2(NH(CH2(C(C(OHO)CH{1})))))<1>	RWCdblWW:1|RWCHdblW:1|RWCH2W:3|WCOOn:1|RWNHW:1|Origin:1|OCCC:1
Harzianopyridone		-1	1280902278	-89.24	2.24012	C14H18NO5	cpd07039	280	1280902278	Harzianopyridone	master	5.47:6|9.94:7	-5.31:7|-6.62:15|-6.97:6|-8.94:10	1		C(C(OCH(CH3CH2(CH(CH(CH3)))))C(ONH(C(O(CH3)C(O(CH3)C(OH){1})))))<1>	RWCdblWW:4|RWWCdblO:1|WketoneW:1|WOneg:1|WWCHW:1|WOW:2|WCH2W:1|WCH3:4|WCHdblW:2|amide:1|RWNHW:1|Origin:1|OCCC:2|CCCC:1
3-Hydroxystachydrine		0	1280902278	10000000	10000000	C7H13NO3	cpd07040	159	1280902278	3-Hydroxystachydrine	master	2.02:11|13.39:9	-3.60:9	1		CH2(CH2(N[+1](CH3CH3CH(C(OHO)CH(OH){1}))))<1>	RWCHWW:2|NoGroup:1|WCOOn:1|RWCH2W:2|WCH3:2|PrimOH:1|Origin:1
(-)-Hygroline		0	1280902278	-5.62	1.03486	C8H17NO	cpd07041	143	1280902278	(-)-Hygroline	master	15.62:10	9.30:2|-2.53:10	1		CH2(CH2(CH(CH2(CH(OHCH3))N(CH3CH2{1}))))<1>	RWCHWW:1|RWWNW:1|RWCH2W:3|WCH2W:1|WCH3:2|WWCHW:1|PrimOH:1|Origin:1
Isolobinine		0	1280902278	14.67	1.34906	C18H25NO2	cpd07042	287	1280902278	Isolobinine	master	15.10:17|15.83:3	7.05:2|-2.70:17|-8.26:12	1		CH2(CH(CH2(CH(CH(CH(CH2(CH(OHCH2(CH3)))N(CH3){3})))))<3>C(OC(CH(CH(CH(CH(CH{12})))))<12>))	RWCHWW:2|RWWNW:1|WCH2W:3|RWCH2W:1|WCH3:2|WketoneW:1|RWCHdblW:2|BWWCdblW:1|WWCHW:1|BWCHdblW:5|PrimOH:1|Origin:1|OCCC:1
Juliflorine		0	1280902278	48.94	3.54276	C40H75N3O2	cpd07043	629	1280902278	Juliflorine	master	14.36:37|14.97:40	10.37:26|9.78:31|8.49:42|-2.94:37|-2.94:40	1		CH2(CH2(CH2(CH2(CH2(CH2(CH(CH(CH2(CH2(CH2(N(CH2(C(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH(CH2(CH2(CH(OHCH(CH3NH{31})))))<31>))))))))))CH{32}))){29}))))<29>)<32>)))))CH2(CH2(CH2(CH2(CH(CH2(CH2(CH(OHCH(CH3NH{30})))))<30>)))))	RWCHWW:7|RWCH2W:8|RWCHdblW:1|WCH2W:20|RWCdblWW:1|RWNHW:2|WCH3:2|PrimOH:2|TWWCHW:1|TWNWW:1|Origin:1
Lentiginosine		0	1280902278	-42.42	1.89531	C8H15NO2	cpd07044	157	1280902278	Lentiginosine	master	13.60:10|14.98:11	9.63:6|-3.22:11|-3.33:10	1		CH2(CH(OHCH(OHCH(CH2(CH2(CH2(CH2(N{1,6})))))<6>)))<1>	RWCH2W:5|TWWCHW:1|TWNWW:1|RWCHWW:2|PrimOH:2|Origin:1
Lobelanidine		0	1280902278	31.27	1.9299	C22H29NO2	cpd07045	339	1280902278	Lobelanidine	master	14.10:12|14.70:17	9.56:2|-3.06:12|-3.06:17	1		CH2(CH(CH2(CH2(CH2(CH(CH2(CH(OHC(CH(CH(CH(CH(CH{21})))))<21>))N(CH3){6})))))<6>CH(OHC(CH(CH(CH(CH(CH{20})))))<20>))	RWCHWW:2|RWWNW:1|WCH2W:2|RWCH2W:3|WCH3:1|WWCHW:2|BWWCdblW:2|PrimOH:2|BWCHdblW:10|Origin:1
Lobelanine		0	1280902278	44.21	1.98176	C22H25NO2	cpd07046	335	1280902278	Lobelanine	master	15.68:3|16.32:9	6.58:2|-7.95:12|-8.55:17	1		CH2(CH(CH2(CH2(CH2(CH(CH2(C(OC(CH(CH(CH(CH(CH{19})))))<19>))N(CH3){6})))))<6>C(OC(CH(CH(CH(CH(CH{18})))))<18>))	RWCHWW:2|RWWNW:1|WCH2W:2|RWCH2W:3|WCH3:1|WketoneW:2|BWWCdblW:2|BWCHdblW:10|Origin:1|OCCC:2
Mearsine		0	1280902278	10000000	10000000	C9H13NO	cpd07047	151	1280902278	Mearsine	master	17.44:7	6.47:9|-8.51:8	1		CH2(CH(CH2(C(OCH(CH(CH3){1}C(CH3N{3})))))<3>)<1>	T3WWCHW:2|TRWCHRWW:1|TRWCRWdblW:2|TRWCH2RW:2|WCH3:2|NoGroup:2|Origin:1
(+)-N-Methylconiine		0	1280902278	35.6	1.21731	C9H19N	cpd07048	141	1280902278	(+)-N-Methylconiine	master		10.31:2	1		CH2(CH2(CH2(N(CH3CH(CH2(CH2(CH3))CH2{1})))))<1>	RWCHWW:1|RWWNW:1|RWCH2W:4|WCH2W:2|WCH3:2|Origin:1
Myosmine		0	1280902278	67.88	2.09394	C9H10N2	cpd07049	146	1280902278	Myosmine	master		6.01:4|3.10:10	1		CH2(CH2(C(C(CH(CH(CH(N(CH{9})))))<9>N(CH2{1}))))<1>	RWCdblWW:2|RWCH2W:3|RWdblNW:2|RWCHdblW:4|Origin:1|CCCN:1|HeteroAromatic:1
Nicotyrine		0	1280902278	101.34	2.43109	C10H10N2	cpd07050	158	1280902278	Nicotyrine	master		4.54:11	1		CH(CH(C(C(CH(CH(CH(N(CH{9})))))<9>N(CH3CH{1}))))<1>	RWCdblWW:2|RWWNW:1|RWCHdblW:7|WCH3:1|RWdblNW:1|Origin:1|HeteroAromatic:2
Nigrifactin		1	1280902278	87.01	2.3506	C12H18N	cpd07051	176	1280902278	Nigrifactin	master		7.97:4	1		CH2(CH2(CH2(N(C(CH(CH(CH(CH(CH(CH(CH3))))))CH2{1})))))<1>	RWCdblWW:1|WCHdblW:6|RWCH2W:4|RWdblNHpW:1|WCH3:1|Origin:1|CCCN:1|CCCC:2
Nitramine		0	1280902278	-8.93	3.66484	C10H19NO	cpd07052	169	1280902278	Nitramine	master	14.64:7	9.91:10|-2.96:7	1		CH2(CH2(CH2(C(CH2(CH2(CH2(NH(CH2{10}))))CH(OHCH2{1}))<10>)))<1>	TWWCWW:1|RWCHWW:1|RWCH2W:8|PrimOH:1|RWNHW:1|Origin:1
Picolinic acid		-1	1280902278	-38.36	1.51584	C6H4NO2	cpd07053	122	1280902278	Picolinic acid	master	0.99:7	5.53:3	1		CH(CH(CH(N(C(C(OHO)CH{1})))))<1>	RWCdblWW:1|RWCHdblW:4|RWdblNW:1|WCOOn:1|Origin:1|OCCN:1|HeteroAromatic:1
Pinidine		0	1280902278	43.7	1.1404	C9H17N	cpd07054	139	1280902278	Pinidine	master		9.85:2	1		CH2(CH2(CH(CH(CH(CH3))NH(CH(CH3CH2{1})))))<1>	RWCHWW:2|RWNHW:1|RWCH2W:3|WCHdblW:2|WCH3:2|Origin:1
Piplartine		0	1280902278	-52.63	2.2584	C17H19NO5	cpd07055	317	1280902278	Piplartine	master		-5.79:17|-6.40:4|-7.10:10|-8.30:6	1		CH2(CH2(N(C(OCH(CH(C(CH(C(O(CH3)C(O(CH3)C(O(CH3)CH{9})))))<9>)))C(OCH(CH{1})))))<1>	BWWCdblW:4|BWCHdblW:2|WOW:3|WCH3:3|WCHdblW:2|WketoneW:1|RWWCdblO:1|RWCHdblW:2|RWCH2W:2|amide:1|RWWNW:1|Origin:1|OCCC:2|CCCC:1
(+)-Prosopinine		0	1280902278	-70.17	1.40979	C18H35NO3	cpd07056	313	1280902278	(+)-Prosopinine	master	14.50:11|15.31:12	9.49:2|-2.74:12|-2.97:11|-7.34:21	1		CH2(CH2(CH(OHCH(CH2(OH)NH(CH(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(CH2(C(OCH2(CH3)))))))))))){1})))))<1>	RWCHWW:3|RWNHW:1|RWCH2W:2|WCH2W:11|PrimOH:2|WketoneW:1|WCH3:1|Origin:1
Pseudoconhydrine		0	1280902278	-16.51	1.03794	C8H17NO	cpd07057	143	1280902278	Pseudoconhydrine	master	14.98:10	9.98:3|-2.81:10	1		CH2(CH2(CH(OHCH2(NH(CH(CH2(CH2(CH3))){1})))))<1>	RWCHWW:2|RWCH2W:3|RWNHW:1|WCH2W:2|WCH3:1|PrimOH:1|Origin:1
Ruspolinone		0	1280902278	-25.83	1.65923	C14H19NO3	cpd07058	249	1280902278	Ruspolinone	master	16.06:6	10.37:15|-6.37:10|-7.52:12|-8.42:7	1		CH2(CH(CH2(CH2(CH2(NH{5}))))<5>C(OC(CH(CH(C(O(CH3)C(O(CH3)CH{9})))))<9>))	BWWCdblW:3|BWCHdblW:3|WketoneW:1|WCH2W:1|WOW:2|RWCHWW:1|WCH3:2|RWCH2W:3|RWNHW:1|Origin:1|OCCC:1
(-)-Santiaguine		0	1280902278	148.24	4.49245	C38H48N4O2	cpd07059	592	1280902278	(-)-Santiaguine	master		9.93:36|9.33:38|-0.48:11|-1.08:13	1		CH2(CH2(CH2(NH(CH(CH2{1}C(CH2(CH2(CH2(N(CH{33}C(OCH(CH(CH(CH(C(CH(CH(CH(CH(CH{36})))))<36>){17}C(ON(CH2(CH2(CH2(C(CH(CH2(CH2(CH2(CH2(NH{20})))))<20>CH{40})))))<40>))C(CH(CH(CH(CH(CH{35})))))<35>))<17>))))))<33>)))))<1>	RWCHWW:6|BWWCdblW:2|WketoneW:2|BWCHdblW:10|RWCHdblW:2|RWCH2W:14|RWCdblWW:2|RWNHW:2|amide:2|RWWNW:2|Origin:1
(-)-Sedamine		0	1280902278	32.81	1.43681	C14H21NO	cpd07060	219	1280902278	(-)-Sedamine	master	14.40:10	9.25:3|-3.06:10	1		CH2(CH(CH2(CH2(CH2(CH2(N(CH3){6})))))<6>CH(OHC(CH(CH(CH(CH(CH{13})))))<13>))	RWCHWW:1|WCH2W:1|RWWNW:1|RWCH2W:4|WWCHW:1|WCH3:1|BWWCdblW:1|PrimOH:1|BWCHdblW:5|Origin:1
prolb		0	1280902278	10000000	10000000	C7H13NO2	cpd07061	143	1280902278	Stachydrine	master	2.26:3		1		CH2(CH2(CH(C(OHO)N[+1](CH3CH3CH2{1}))))<1>	WCOOn:1|RWCHWW:1|NoGroup:1|RWCH2W:3|WCH3:2|Origin:1
Swainsonine		0	1280902278	-82.26	1.83188	C8H15NO3	cpd07062	173	1280902278	Swainsonine	master	13.53:11|14.51:5|15.16:12	9.37:7|-2.97:5|-3.22:12|-3.35:11	1		CH2(CH(OHCH(OHCH(CH(OHCH2(CH2(CH2(N{1,5})))))<5>)))<1>	RWCH2W:4|RWCHWW:3|PrimOH:3|TWWCHW:1|TWNWW:1|Origin:1
Trichostachine		0	1280902278	-2.61	2.9604	C16H17NO3	cpd07063	271	1280902278	Trichostachine	master		0.06:15|-7.03:6|-9.22:4	1		CH2(CH2(CH2(N(CH2{1}C(OCH(CH(CH(CH(C(CH(CH(C(C(CH{15}O(CH2(O{13}))))<13>)))<15>)))))))))<1>	BTWWCdblW:2|BWCHdblW:3|RWOW:2|BWWCdblW:1|RWCH2W:5|WCHdblW:4|WketoneW:1|amide:1|RWWNW:1|Origin:1|OCCC:1|CCCC:2
Quercetin 3-(2G-xylosylrutinoside)		0	1280902278	-586.77	5.60978	C32H38O20	cpd07064	742	1280902278	Quercetin 3-(2G-xylosylrutinoside)	master	7.02:52|7.94:51|10.99:50|11.89:47|12.53:9|12.99:25	-3.51:28|-3.52:20|-3.74:9|-3.74:25|-3.85:50|-6.32:47	1		CH2(CH(CH(OHCH(OHCH(CH(O(C(C(C(CH(CH(C(OHC(OHCH{22})))))<22>O(C(CH(C(OHCH(C(OHC(C(O){26}){23})))))<23>)))<26>)O{3})O(CH(CH(OHCH(OHCH(OHCH2(O{7})))))<7>)))))<3>O(CH(CH(OHCH(OHCH(OHCH(CH3O{6})))))<6>))	RWCH2W:1|RWCHWW:14|RWOW:4|PrimOH:12|WOW:3|WCH2W:1|WCH3:1|RWCdblWW:2|BWWCdblW:5|RWWCdblO:1|BWCHdblW:5|BTWWCdblW:2|Origin:1|OCCC:2|CCCC:1
Rhamnetin		-1	1280902278	-162.43	2.72942	C16H11O7	cpd07065	315	1280902278	Rhamnetin	master	4.63:15|8.85:23|10.24:12|12.55:22	-3.85:12|-6.32:22|-6.44:14|-6.74:23|-7.34:15|-8.60:10	1		CH(CH(C(OHC(OHCH(C(C(C(OHC(OC(C(CH(C(O(CH3)CH(C(OH){8})))O{9}))<8>)))<9>){1})))))<1>	BTWWCdblW:2|RWOW:1|BWCHdblW:5|RWWCdblO:1|BWWCdblW:5|RWCdblWW:2|PrimOH:3|WOW:1|WOneg:1|WCH3:1|Origin:1|OCCC:2|CCCC:1
Robinetin		-1	1280902278	-177.08	2.71708	C15H9O7	cpd07066	301	1280902278	Robinetin	master	4.70:9|7.61:22|8.44:20|11.80:16|14.01:17	-6.38:16|-6.38:17|-7.00:22|-7.05:20|-7.30:9|-8.41:14	1		CH(CH(C(OHCH(C(C(C(OC(OHC(C(CH(C(OHC(OHC(OHCH{6})))))<6>O{8})))){1})<8>))))<1>	RWCdblWW:2|BWWCdblW:5|RWOW:1|BWCHdblW:5|BTWWCdblW:2|RWWCdblO:1|WOneg:1|PrimOH:4|Origin:1|OCCC:2|CCCC:1
